CNPJ;NOME;ENDEREÇO;COMPLEMENTO;BAIRRO;MUNICÍPIO;UF;PRODUTO;VALOR VENDA;DATA CADASTRO
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Gasolina C Comum;4,85;29/06/2018 16:28
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Etanol;4,29;29/06/2018 16:28
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Diesel S500;3,79;29/06/2018 16:28
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Diesel S10;3,84;29/06/2018 16:28
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Gasolina C Comum;4,599;19/09/2019 15:22
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Etanol;3,599;30/07/2019 15:24
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Diesel S500;3,699;19/09/2019 15:22
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Diesel S10;3,799;19/09/2019 15:22
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;Gasolina C Comum;4,99;12/07/2018 15:51
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;Etanol;3,49;12/07/2018 15:51
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;GNV;2,799;12/07/2018 15:51
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;Diesel S10;3,53;12/07/2018 15:51
03914236000121;RALLY AUTO POSTO;VIA DE ACESSO PEDRO CARLETTO,500;;JD. SESQUICENTENARIO;TAQUARITINGA;SP;Gasolina C Comum;4,349;08/08/2019 11:11
03914236000121;RALLY AUTO POSTO;VIA DE ACESSO PEDRO CARLETTO,500;;JD. SESQUICENTENARIO;TAQUARITINGA;SP;Etanol;2,789;08/08/2019 11:11
03914236000121;RALLY AUTO POSTO;VIA DE ACESSO PEDRO CARLETTO,500;;JD. SESQUICENTENARIO;TAQUARITINGA;SP;Diesel S500;3,599;08/08/2019 11:11
03914236000121;RALLY AUTO POSTO;VIA DE ACESSO PEDRO CARLETTO,500;;JD. SESQUICENTENARIO;TAQUARITINGA;SP;Diesel S10;3,699;08/08/2019 11:11
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Gasolina C Comum;4,799;13/09/2019 14:30
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Etanol;3,999;13/09/2019 14:30
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;GNV;3,099;13/09/2019 14:30
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Diesel S500;3,699;13/09/2019 14:30
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Diesel S10;3,799;13/09/2019 14:30
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Gasolina C Comum;4,73;19/09/2018 18:26
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Etanol;2,95;19/09/2018 18:26
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Diesel S500;3,92;19/09/2018 18:26
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Diesel S10;3,99;19/09/2018 18:26
04138490000148;POSTO CANADA;AVENIDA TREZE DE MAIO,980;0;FATIMA;FORTALEZA;CE;Gasolina C Comum;4,699;29/05/2019 11:47
04138490000148;POSTO CANADA;AVENIDA TREZE DE MAIO,980;0;FATIMA;FORTALEZA;CE;Etanol;3,999;29/05/2019 11:47
04138490000148;POSTO CANADA;AVENIDA TREZE DE MAIO,980;0;FATIMA;FORTALEZA;CE;Diesel S10;3,999;29/05/2019 11:47
04142464000193;POSTO PONTAL SUL LTDA;AVENIDA ODILON COELHO,391;;CENTRO;MORTUGABA;BA;Gasolina C Comum;4,809;27/08/2019 11:12
04142464000193;POSTO PONTAL SUL LTDA;AVENIDA ODILON COELHO,391;;CENTRO;MORTUGABA;BA;Etanol;3,399;27/08/2019 11:12
04142464000193;POSTO PONTAL SUL LTDA;AVENIDA ODILON COELHO,391;;CENTRO;MORTUGABA;BA;Diesel S500;3,699;27/08/2019 11:12
04142464000193;POSTO PONTAL SUL LTDA;AVENIDA ODILON COELHO,391;;CENTRO;MORTUGABA;BA;Diesel S10;3,799;27/08/2019 11:12
04253381000171;POSTO MAGUARI LTDA;RODOVIA AUGUSTO MONTENEGRO,SN;KM    09                  CONJ  MAGUARI;COQUEIRO;BELEM;PA;Gasolina C Comum;4,599;29/08/2018 12:12
04253381000171;POSTO MAGUARI LTDA;RODOVIA AUGUSTO MONTENEGRO,SN;KM    09                  CONJ  MAGUARI;COQUEIRO;BELEM;PA;Etanol;3,499;29/08/2018 12:12
04253381000171;POSTO MAGUARI LTDA;RODOVIA AUGUSTO MONTENEGRO,SN;KM    09                  CONJ  MAGUARI;COQUEIRO;BELEM;PA;Diesel S10;3,599;29/08/2018 12:12
04528732000100;POSTO NOVA BARRA LTDA;AVENIDA PREFEITO ARTHUR COSTA,550;;MUQUECA;BARRA DO PIRAI;RJ;Gasolina C Comum;5,299;25/04/2019 17:14
04528732000100;POSTO NOVA BARRA LTDA;AVENIDA PREFEITO ARTHUR COSTA,550;;MUQUECA;BARRA DO PIRAI;RJ;Etanol;4,299;25/04/2019 17:14
04528732000100;POSTO NOVA BARRA LTDA;AVENIDA PREFEITO ARTHUR COSTA,550;;MUQUECA;BARRA DO PIRAI;RJ;GNV;3,599;25/04/2019 17:14
04528732000100;POSTO NOVA BARRA LTDA;AVENIDA PREFEITO ARTHUR COSTA,550;;MUQUECA;BARRA DO PIRAI;RJ;Diesel S500;3,799;25/04/2019 17:14
04528732000100;POSTO NOVA BARRA LTDA;AVENIDA PREFEITO ARTHUR COSTA,550;;MUQUECA;BARRA DO PIRAI;RJ;Diesel S10;3,899;25/04/2019 17:14
04528732000371;POSTO NOVA PIRAI;RUA XV DE NOVEMBRO,36;GALPAO;CENTRO;PIRAI;RJ;Gasolina C Comum;499;16/08/2019 11:39
04528732000371;POSTO NOVA PIRAI;RUA XV DE NOVEMBRO,36;GALPAO;CENTRO;PIRAI;RJ;Etanol;389;16/08/2019 11:39
04528732000371;POSTO NOVA PIRAI;RUA XV DE NOVEMBRO,36;GALPAO;CENTRO;PIRAI;RJ;GNV;349;16/08/2019 11:39
04528732000371;POSTO NOVA PIRAI;RUA XV DE NOVEMBRO,36;GALPAO;CENTRO;PIRAI;RJ;Diesel S500;349;16/08/2019 11:39
04528732000371;POSTO NOVA PIRAI;RUA XV DE NOVEMBRO,36;GALPAO;CENTRO;PIRAI;RJ;Diesel S10;359;16/08/2019 11:39
04552469000194;POSTO LIMA;AVENIDA DUQUE DE CAXIAS,3819;;CENTRO;IGARAPE-ACU;PA;Gasolina C Comum;4,45;05/09/2019 09:09
04552469000194;POSTO LIMA;AVENIDA DUQUE DE CAXIAS,3819;;CENTRO;IGARAPE-ACU;PA;Diesel S500;3,7;05/09/2019 09:09
04552469000194;POSTO LIMA;AVENIDA DUQUE DE CAXIAS,3819;;CENTRO;IGARAPE-ACU;PA;Diesel S10;3,75;05/09/2019 09:09
04624593000118;C JUSTINIANO ROCHA & CIA LTDA.;AVENIDA LUCIO PEREIRA LUZ,790;;CENTRO;LUCIARA;MT;Gasolina C Comum;550;14/06/2019 10:28
04624593000118;C JUSTINIANO ROCHA & CIA LTDA.;AVENIDA LUCIO PEREIRA LUZ,790;;CENTRO;LUCIARA;MT;Etanol;360;14/06/2019 10:28
04624593000118;C JUSTINIANO ROCHA & CIA LTDA.;AVENIDA LUCIO PEREIRA LUZ,790;;CENTRO;LUCIARA;MT;Diesel S500;445;14/06/2019 10:28
04624593000118;C JUSTINIANO ROCHA & CIA LTDA.;AVENIDA LUCIO PEREIRA LUZ,790;;CENTRO;LUCIARA;MT;Diesel S10;455;14/06/2019 10:28
04643904000277;AUTO POSTO OZIVAL LTDA;RUA EMILIO MOREIRA,1769;B;PRACA 14 DE JANEIRO;MANAUS;AM;Gasolina C Comum;3,98;14/12/2018 12:52
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Gasolina C Comum;4,89;07/12/2018 13:10
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Etanol;4,23;07/12/2018 13:10
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Diesel S500;3,93;07/12/2018 13:10
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Diesel S10;4,03;07/12/2018 13:10
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Gasolina C Comum;4,89;07/12/2018 13:11
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Etanol;4,23;07/12/2018 13:11
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Diesel S500;3,93;07/12/2018 13:11
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Diesel S10;4,03;07/12/2018 13:11
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Gasolina C Comum;4,099;29/01/2019 10:55
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Etanol;2,799;04/12/2018 11:01
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Diesel S500;3,599;23/01/2019 15:05
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Diesel S10;3,699;23/01/2019 15:05
04816108000108;POSTO PALACIO GUANABARA LTDA;RUA PINHEIRO MACHADO,83;83/FUNDOS;LARANJEIRAS;RIO DE JANEIRO;RJ;Gasolina C Comum;4,999;17/10/2019 12:25
04816108000108;POSTO PALACIO GUANABARA LTDA;RUA PINHEIRO MACHADO,83;83/FUNDOS;LARANJEIRAS;RIO DE JANEIRO;RJ;Etanol;4,249;17/10/2019 12:25
04816108000108;POSTO PALACIO GUANABARA LTDA;RUA PINHEIRO MACHADO,83;83/FUNDOS;LARANJEIRAS;RIO DE JANEIRO;RJ;Diesel S10;3,999;17/10/2019 12:25
04816108000108;POSTO PALACIO GUANABARA LTDA;RUA PINHEIRO MACHADO,83;83/FUNDOS;LARANJEIRAS;RIO DE JANEIRO;RJ;GNV;3,199;17/10/2019 12:25
04825319000107;POSTO AUTOCAR;RUA EMILIA DOS SANTOS,47;ESQ RUA INDAIAL;SAO JOAO;ITAJAI;SC;Gasolina C Comum;3,779;14/08/2018 12:52
04825319000107;POSTO AUTOCAR;RUA EMILIA DOS SANTOS,47;ESQ RUA INDAIAL;SAO JOAO;ITAJAI;SC;Etanol;3,099;14/08/2018 12:52
04825319000107;POSTO AUTOCAR;RUA EMILIA DOS SANTOS,47;ESQ RUA INDAIAL;SAO JOAO;ITAJAI;SC;Diesel S10;3,398;14/08/2018 12:52
04878675000199;AUTO POSTO SAO CRISTOVAO;AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377;;BELA VISTA;POUSO ALEGRE;MG;Gasolina C Comum;5,094;01/10/2018 17:10
04878675000199;AUTO POSTO SAO CRISTOVAO;AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377;;BELA VISTA;POUSO ALEGRE;MG;Etanol;3,096;01/10/2018 17:10
04878675000199;AUTO POSTO SAO CRISTOVAO;AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377;;BELA VISTA;POUSO ALEGRE;MG;Diesel S500;3,79;01/10/2018 17:10
04878675000199;AUTO POSTO SAO CRISTOVAO;AVENIDA PREFEITO OLAVO GOMES DE OLIVEIRA,5377;;BELA VISTA;POUSO ALEGRE;MG;Diesel S10;3,85;01/10/2018 17:10
04879407000191;POSTO SANTA CRUZ;RUA TAPEVI,11;LOTE 7;PENHA;RIO DE JANEIRO;RJ;GNV;2,849;01/07/2019 17:27
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Gasolina C Comum;4,62;20/09/2019 12:34
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Etanol;3,64;20/09/2019 12:34
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Diesel S500;3,96;09/10/2019 11:24
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Diesel S10;3,99;09/10/2019 11:24
05037623000152;AUTO POSTO TIO SAM LTDA;RODOVIA BR 163,S/N;KM 20,5;ZONA RURAL;MUNDO NOVO;MS;Gasolina C Comum;4,449;20/09/2019 13:22
05037623000152;AUTO POSTO TIO SAM LTDA;RODOVIA BR 163,S/N;KM 20,5;ZONA RURAL;MUNDO NOVO;MS;Etanol;3,449;10/09/2019 13:26
05037623000152;AUTO POSTO TIO SAM LTDA;RODOVIA BR 163,S/N;KM 20,5;ZONA RURAL;MUNDO NOVO;MS;Diesel S500;3,419;23/09/2019 12:57
05037623000152;AUTO POSTO TIO SAM LTDA;RODOVIA BR 163,S/N;KM 20,5;ZONA RURAL;MUNDO NOVO;MS;Diesel S10;3,519;23/09/2019 12:57
05037623000152;AUTO POSTO TIO SAM LTDA;RODOVIA BR 163,S/N;KM 20,5;ZONA RURAL;MUNDO NOVO;MS;GNV;0,001;20/09/2019 13:24
05134573000121;POSTO ALFEMAR;RUA LEONARDO DA VINCI,326;;TAQUARAL;CAMPINAS;SP;Gasolina C Comum;4,097;27/08/2019 11:12
05134573000121;POSTO ALFEMAR;RUA LEONARDO DA VINCI,326;;TAQUARAL;CAMPINAS;SP;Etanol;2,797;27/08/2019 11:12
05134573000121;POSTO ALFEMAR;RUA LEONARDO DA VINCI,326;;TAQUARAL;CAMPINAS;SP;Diesel S10;3,397;27/08/2019 11:12
05210064000130;AUTO POSTO PETROMINAS;AVENIDA LIBERO DE ALMEIDA SILVARES,2365;;COESTER;FERNANDOPOLIS;SP;Gasolina C Comum;4,379;30/05/2019 16:04
05210064000130;AUTO POSTO PETROMINAS;AVENIDA LIBERO DE ALMEIDA SILVARES,2365;;COESTER;FERNANDOPOLIS;SP;Etanol;2,799;30/05/2019 16:04
05210064000130;AUTO POSTO PETROMINAS;AVENIDA LIBERO DE ALMEIDA SILVARES,2365;;COESTER;FERNANDOPOLIS;SP;Diesel S500;3,599;30/05/2019 16:04
05210064000130;AUTO POSTO PETROMINAS;AVENIDA LIBERO DE ALMEIDA SILVARES,2365;;COESTER;FERNANDOPOLIS;SP;Diesel S10;3,699;30/05/2019 16:04
05357865000123;BAIRRO NOVO AUTO POSTO LTDA;RODOVIA BR-364,S/N;"KM: 720;";AEROCLUBE;PORTO VELHO;RO;Gasolina C Comum;4,249;22/02/2019 12:11
05357865000123;BAIRRO NOVO AUTO POSTO LTDA;RODOVIA BR-364,S/N;"KM: 720;";AEROCLUBE;PORTO VELHO;RO;Diesel S10;3,799;22/01/2019 17:17
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Gasolina C Comum;3,94;17/09/2019 10:44
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Etanol;3,97;17/09/2019 10:44
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Diesel S500;3,65;17/09/2019 10:44
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Diesel S10;3,75;17/09/2019 10:44
05593306000112;AUTO POSTO JOWAL;RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871;;CENTRO;MACHADINHO D'OESTE;RO;Gasolina C Comum;4,49;21/03/2019 15:36
05593306000112;AUTO POSTO JOWAL;RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871;;CENTRO;MACHADINHO D'OESTE;RO;Etanol;4,43;21/03/2019 15:36
